I
1000 Generated by WorldEditor

1     20 1 0 RJOE Akeno AB
100 30.00 2 0 0.25 0 0 0 13  34.53123992  136.67299996    0    0 2 0 0 0 31  34.52873808  136.67753804    0    0 2 0 0 0
100 37.12 4 0 0.00 1 2 1 04  34.52617563  136.67517792    0    0 2 9 0 0 22  34.52933347  136.67764698    0    0 2 9 0 0
110 2 0.00 0.0000 New Taxiway 4
112  34.52987400  136.67274347  34.52988628  136.67278821
111  34.52952997  136.67244521
111  34.52822759  136.67345930
111  34.52702350  136.67492079
113  34.52810472  136.67581557
110 1 0.00 0.0000 New Taxiway 2
111  34.52880506  136.67712793
111  34.52862076  136.67708319
111  34.52853475  136.67693406
111  34.52853475  136.67677001
111  34.52873134  136.67644192
111  34.52852247  136.67624805
111  34.52825216  136.67669545
111  34.52830131  136.67715775
113  34.52864533  136.67742619
110 1 0.00 0.0000 New Taxiway 1
111  34.53010744  136.67220660
111  34.52803100  136.67589014
111  34.52902622  136.67671036
113  34.53107809  136.67301191
110 3 0.00 0.0000 New Taxiway 5
111  34.52811701  136.67311630
111  34.52534023  136.67524888
112  34.53015659  136.67881311  34.53021802  136.67873854
111  34.53262620  136.67380230
114  34.53027946  136.67169955  34.53025488  136.67166973
19  34.53193059  136.67429844 1 WS
19  34.53048017  136.67735804 1 WS

1     15 1 0 RJGG CHUBU CENTRAIR INTL
100 60.00 1 1 0.25 1 3 0 18  34.87377376  136.80172183    0   60 3 2 1 1 36  34.84285972  136.80911400    0   60 3 2 1 1
102 H2  34.86635214  136.80845770 348.91 20.00 20.00 2 0 0 0.00 1
102 H1  34.87520918  136.80622523 348.11 20.00 20.00 2 0 0 0.00 1
110 2 0.00 80.0000 New Taxiway 6
111  34.86414235  136.80848672
111  34.86399086  136.80763531
111  34.84969663  136.81121558
111  34.85027712  136.81401879
111  34.84829416  136.81453724
111  34.84854338  136.81591773
111  34.84958104  136.81568177
111  34.85050788  136.82122479
111  34.85346790  136.82044815
111  34.85276550  136.81624182
111  34.86048140  136.81415165
111  34.86544378  136.81276700
111  34.86508764  136.81059763
111  34.87657092  136.80770693
113  34.87617287  136.80556571
110 2 0.00 80.0000 New Taxiway 3
111  34.84278102  136.80864196
111  34.84340472  136.81254141
111  34.84374245  136.81278734
111  34.84407015  136.81270377
111  34.84749284  136.81188487
111  34.84801502  136.81462990
111  34.85028111  136.81403594
111  34.84969882  136.81122663
111  34.86397546  136.80766046
111  34.86413135  136.80849299
111  34.87447887  136.80599326
111  34.87369764  136.80125592
114  34.85745635  136.80522570  34.85718616  136.80529473
111  34.85392706  136.80710970
111  34.85393240  136.80717147
111  34.85391639  136.80722349
111  34.85390305  136.80725600
111  34.85388437  136.80729177
111  34.85270552  136.80857171
111  34.85256489  136.80870023
111  34.85250630  136.80876211
111  34.85243989  136.80880971
111  34.85236567  136.80885255
111  34.85227583  136.80889063
111  34.85218208  136.80892395
111  34.85075351  136.80928132
111  34.85052534  136.80933334
111  34.85039620  136.80936553
111  34.85029642  136.80937625
111  34.85024066  136.80936910
111  34.85020250  136.80934764
111  34.85016728  136.80929758
111  34.85014087  136.80925109
111  34.85013500  136.80919387
111  34.85012913  136.80911161
111  34.85014381  136.80904366
111  34.85145640  136.80774040
111  34.85154676  136.80764864
111  34.85168093  136.80756356
111  34.85181100  136.80750516
111  34.85357836  136.80708000
111  34.85365667  136.80706116
111  34.85371618  136.80704770
111  34.85377229  136.80704148
111  34.85383690  136.80703837
111  34.85386750  136.80704044
113  34.85389471  136.80706841
111  34.85827693  136.80616025
111  34.85847010  136.80623131
111  34.85862864  136.80628905
111  34.85953359  136.80675275
111  34.85959157  136.80678101
111  34.85963133  136.80683148
111  34.85965949  136.80687590
111  34.85966943  136.80695060
111  34.85965452  136.80701924
111  34.85963541  136.80706292
111  34.85959667  136.80710619
111  34.85952241  136.80714947
111  34.85942879  136.80718094
111  34.85743114  136.80765430
111  34.85737626  136.80764250
111  34.85731492  136.80762283
111  34.85728586  136.80757562
111  34.85726327  136.80752054
111  34.85726327  136.80744972
111  34.85726327  136.80736317
111  34.85729878  136.80730022
113  34.85732138  136.80724121
111  34.86136152  136.80527556
111  34.86149824  136.80529937
111  34.86165840  136.80533269
111  34.86179903  136.80538030
111  34.86197663  136.80542955
111  34.86259773  136.80568186
111  34.86290242  136.80579612
111  34.86302351  136.80585325
111  34.86308601  136.80589609
111  34.86313679  136.80594370
111  34.86316804  136.80601034
111  34.86318367  136.80607223
111  34.86316804  136.80614364
111  34.86313679  136.80621981
111  34.86307039  136.80628170
111  34.86121490  136.80673395
111  34.86110943  136.80673395
111  34.86103912  136.80673395
111  34.86096490  136.80671491
111  34.86090240  136.80668635
111  34.85943045  136.80603356
111  34.85938936  136.80600137
111  34.85936588  136.80595129
111  34.85933947  136.80586903
111  34.85936295  136.80578677
111  34.85939816  136.80574385
111  34.85946860  136.80569735
111  34.85952436  136.80567231
111  34.86101966  136.80531846
111  34.86112353  136.80529848
113  34.86122741  136.80527849
111  34.86492981  136.80435005
111  34.86512157  136.80431543
111  34.86523521  136.80431543
111  34.86532552  136.80432441
111  34.86545892  136.80435101
111  34.86557777  136.80439240
111  34.86568692  136.80444561
111  34.86592521  136.80455995
111  34.86628033  136.80474953
111  34.86651512  136.80487829
111  34.86664425  136.80493552
111  34.86672936  136.80497845
111  34.86683795  136.80503925
111  34.86690545  136.80510006
111  34.86694067  136.80516087
111  34.86695534  136.80521452
111  34.86694067  136.80527175
111  34.86691719  136.80532540
111  34.86688784  136.80535760
111  34.86512400  136.80579398
111  34.86499318  136.80580845
112  34.86488112  136.80580520  34.86487312  136.80580195
111  34.86476640  136.80579870
111  34.86466487  136.80578023
111  34.86455014  136.80574121
111  34.86443808  136.80570544
111  34.86307348  136.80513499
111  34.86302376  136.80510037
111  34.86299535  136.80505276
111  34.86297405  136.80500516
111  34.86296339  136.80494024
111  34.86298115  136.80489263
111  34.86304507  136.80484069
113  34.86315516  136.80480174
111  34.86790678  136.80365433
111  34.86797801  136.80366241
111  34.86801115  136.80367453
111  34.86804759  136.80370683
111  34.86808404  136.80375731
111  34.86809895  136.80379971
111  34.86811055  136.80385221
111  34.86818675  136.80420757
111  34.86820497  136.80439737
111  34.86822907  136.80455217
111  34.86824311  136.80463768
111  34.86824511  136.80467921
111  34.86823709  136.80472075
111  34.86821705  136.80475006
111  34.86818497  136.80477694
111  34.86809878  136.80477449
111  34.86712679  136.80438073
111  34.86673315  136.80421940
111  34.86661188  136.80417103
111  34.86655675  136.80413609
111  34.86652588  136.80409578
111  34.86651265  136.80405278
111  34.86652809  136.80401247
111  34.86653911  136.80397753
111  34.86657439  136.80394797
111  34.86779376  136.80366848
113  34.86787093  136.80365236
111  34.86930858  136.80476777
111  34.86921483  136.80475348
111  34.86913280  136.80471540
111  34.86906639  136.80467731
111  34.86903905  136.80463446
111  34.86901171  136.80453448
111  34.86897264  136.80430119
111  34.86894139  136.80412027
111  34.86891795  136.80396791
111  34.86890624  136.80384889
111  34.86891795  136.80372986
111  34.86893749  136.80360131
111  34.86898827  136.80352038
111  34.86907421  136.80343468
111  34.86925390  136.80331565
111  34.87219132  136.80260736
111  34.87228010  136.80261602
111  34.87237954  136.80265065
111  34.87243280  136.80270691
111  34.87246476  136.80276318
111  34.87248962  136.80286706
111  34.87263522  136.80356392
111  34.87263167  136.80366780
111  34.87261036  136.80377601
111  34.87258550  136.80385392
111  34.87256775  136.80389287
111  34.87252869  136.80394481
111  34.87247542  136.80399242
111  34.87237599  136.80402272
111  34.87193564  136.80413526
113  34.86940484  136.80476810
111  34.87302735  136.80322129
111  34.87291796  136.80259040
111  34.87290729  136.80252210
111  34.87292863  136.80248958
111  34.87295531  136.80245056
111  34.87299000  136.80241479
111  34.87329148  136.80234975
111  34.87334218  136.80235950
111  34.87336619  136.80240503
111  34.87339554  136.80243755
111  34.87340888  136.80249284
111  34.87357697  136.80340990
111  34.87358230  136.80351072
111  34.87358554  136.80356037
111  34.87356732  136.80362256
111  34.87355092  136.80366698
111  34.87351447  136.80371807
111  34.87345433  136.80375583
111  34.87338326  136.80379137
111  34.87331037  136.80380470
111  34.87324659  136.80381358
111  34.87319374  136.80380026
111  34.87315730  136.80376694
111  34.87312267  136.80372029
111  34.87308987  136.80362034
113  34.87305707  136.80340044
111  34.85731501  136.80630051
111  34.85729740  136.80638993
111  34.85702739  136.80670108
111  34.85639933  136.80737346
111  34.85616015  136.80762204
111  34.85591157  136.80788169
111  34.85582634  136.80796392
111  34.85575176  136.80802883
111  34.85562037  136.80809807
111  34.85398309  136.80850210
111  34.85389716  136.80848116
111  34.85387137  136.80843403
111  34.85387997  136.80828218
111  34.85392723  136.80814604
111  34.85515185  136.80684222
111  34.85531943  136.80671132
111  34.85544834  136.80665372
111  34.85559873  136.80659612
111  34.85714922  136.80622770
111  34.85722212  136.80622326
111  34.85727679  136.80624324
113  34.85730230  136.80626323
111  34.85020819  136.80790226
111  34.85024568  136.80792107
111  34.85027434  136.80793988
111  34.85028978  136.80797481
111  34.85030521  136.80801780
111  34.85028978  136.80806347
111  34.85027655  136.80810915
111  34.84935927  136.80901193
111  34.84928293  136.80908680
111  34.84922715  136.80912522
111  34.84915196  136.80914295
111  34.84910830  136.80913704
111  34.84907434  136.80910157
111  34.84904766  136.80905429
111  34.84889485  136.80849865
111  34.84887787  136.80840998
111  34.84888272  136.80834496
111  34.84890941  136.80827994
111  34.84895064  136.80823561
113  34.84899915  136.80819718
111  34.84814729  136.80845932
111  34.84820217  136.80850653
111  34.84826028  136.80856947
111  34.84828610  136.80865601
111  34.84845721  136.80932081
111  34.84847335  136.80952537
111  34.84844106  136.80963944
111  34.84841524  136.80971812
111  34.84837004  136.80978499
111  34.84830225  136.80985973
111  34.84818925  136.80989120
111  34.84503138  136.81065489
