I
1000 Generated by WorldEditor

1    127 1 0 RJNG GIFU
100 46.00 1 0 0.25 0 3 1 10  35.39455300  136.85487500    0  335 3 0 0 1 28  35.39360000  136.88445800    0  335 3 7 0 0
102 H10  35.39583823  136.87952731 271.87 20.00 20.00 2 0 0 0.00 1
102 H9  35.39610155  136.87080088 271.52 20.00 20.00 2 0 0 0.00 1
102 H8  35.39630068  136.88726577 271.35 30.00 30.00 1 0 0 0.00 1
102 H7  35.39635363  136.86208351 272.14 20.00 20.00 2 0 0 0.00 1
102 H6  35.39624251  136.86616242 271.96 20.00 20.00 2 0 0 0.00 1
110 12 1.00 -5.0000 New Taxiway 8
111  35.39481233  136.87197413
111  35.39445535  136.87198932
111  35.39509018  136.88386950
113  35.39545418  136.88384357
110 1 0.00 0.0000 New Taxiway 9
111  35.39556472  136.88363850
111  35.39410790  136.88360946
111  35.39385181  136.88331991
111  35.39383480  136.88388769
111  35.39427281  136.88390533
111  35.39427548  136.88427228
111  35.39450575  136.88427481
111  35.39451380  136.88390834
113  35.39555827  136.88391457
110 2 0.00 0.0000 New Taxiway 8
111  35.39581572  136.87478071
111  35.39496951  136.87478398
111  35.39498210  136.87492388
113  35.39580379  136.87491477
110 1 0.00 0.0000 New Taxiway 7
111  35.39587409  136.87302987
111  35.39487091  136.87300331
111  35.39488781  136.87318780
113  35.39586174  136.87320513
110 2 0.00 0.0000 New Taxiway 6
111  35.39601393  136.87847728
111  35.39600378  136.87879023
111  35.39606337  136.87868367
111  35.39612481  136.87861752
111  35.39632942  136.87861752
111  35.39633596  136.87883253
111  35.39677583  136.87884302
111  35.39677172  136.87834553
111  35.39615731  136.87834602
113  35.39601438  136.87820464
110 1 0.00 0.0000 New Taxiway 5
111  35.39746314  136.88178985
111  35.39732459  136.88191910
111  35.39615025  136.88189253
111  35.39592433  136.88164824
111  35.39589922  136.88246961
111  35.39615248  136.88223838
111  35.39730935  136.88223834
113  35.39744217  136.88239911
110 1 0.00 0.0000 New Taxiway 18
111  35.39594519  136.88066493
111  35.39593039  136.88134547
111  35.39734531  136.88133923
113  35.39735255  136.88067056
110 2 0.00 0.0000 New Taxiway 3
111  35.39614347  136.87418039
111  35.39628914  136.87406489
111  35.39660330  136.87406263
111  35.39666472  136.87422947
111  35.39701005  136.87423741
111  35.39701351  136.87371010
111  35.39670201  136.87370471
111  35.39662523  136.87380697
111  35.39628741  136.87380315
113  35.39615609  136.87367667
110 2 0.00 0.0000 New Taxiway 2
111  35.39616177  136.87357218
111  35.39634883  136.87339524
111  35.39665156  136.87338717
111  35.39667788  136.87351903
111  35.39707274  136.87352441
111  35.39708152  136.87302388
111  35.39670859  136.87301849
111  35.39665594  136.87313421
111  35.39634663  136.87312075
113  35.39618372  136.87292969
110 1 0.00 0.0000 New Taxiway 4
111  35.39640201  136.87279053
111  35.39627880  136.87654682
111  35.39609633  136.87654524
111  35.39607027  136.87742214
111  35.39695823  136.87741501
111  35.39695443  136.87779448
111  35.39734874  136.87780658
111  35.39755584  136.87780215
111  35.39757026  136.87717816
111  35.39739255  136.87718025
111  35.39705659  136.87717083
111  35.39669484  136.87716640
111  35.39671666  136.87653713
111  35.39645136  136.87654094
113  35.39656385  136.87279342
110 1 0.00 0.0000 New Taxiway 1
111  35.39480502  136.87197686
111  35.39591728  136.87201977
111  35.39592324  136.87165354
111  35.39540100  136.87162188
111  35.39538961  136.87141944
111  35.39529857  136.87118908
111  35.39484332  136.87120304
111  35.39448481  136.87131473
113  35.39445146  136.87199574
110 3 0.00 0.0000 New Taxiway 3
111  35.39653946  136.86923945 102
111  35.39648641  136.86915756 102
111  35.39640179  136.86915096 102
111  35.39632731  136.86918970 102
111  35.39629798  136.86927510 102
111  35.39623033  136.87150562 102
111  35.39625929  136.87158277 102
111  35.39634055  136.87161991 102
111  35.39643320  136.87159261 102
111  35.39648460  136.87151843 102
113  35.39656055  136.86931932 102
110 3 0.00 0.0000 New Taxiway 1
111  35.39219888  136.85683638
111  35.39202098  136.85683426
111  35.39200973  136.85703020
111  35.39201441  136.85721921
111  35.39218200  136.85721070
114  35.39227651  136.85702215  35.39227788  136.85682359
110 3 0.00 0.0000 New Taxiway 7
111  35.39637799  136.86767047 102
111  35.39634209  136.86775856 102
111  35.39632241  136.86849999 102
111  35.39637180  136.86858792 102
111  35.39651698  136.86858586 102
111  35.39660110  136.86846794 102
111  35.39660064  136.86785370 102
111  35.39650557  136.86764670 102
113  35.39643444  136.86765050 102
110 3 0.00 0.0000 New Taxiway 6
111  35.39637705  136.86655037 102
111  35.39636720  136.86682611 102
111  35.39636114  136.86708338 102
111  35.39643500  136.86721519 102
111  35.39656849  136.86721873 102
111  35.39667819  136.86710541 102
111  35.39669262  136.86656004 102
111  35.39657715  136.86642193 102
113  35.39647098  136.86642322 102
110 1 0.00 0.0000 New Taxiway 16
111  35.39709488  136.86546086
111  35.39713059  136.86460356
111  35.39728418  136.86446058
111  35.39745938  136.86446144
111  35.39748626  136.86359563
111  35.39735801  136.86346215
111  35.39699271  136.86342877
113  35.39693013  136.86545911
110 1 0.00 0.0000 New Taxiway 15
111  35.39420663  136.85714960
111  35.39408145  136.85723335
111  35.39299469  136.85705188
111  35.39300607  136.85715658
111  35.39408145  136.85735200
113  35.39420094  136.85745670
110 1 0.00 0.0000 New Taxiway 14
112  35.39396766  136.86468058  35.39395628  136.86468058
111  35.39387093  136.86474339
111  35.39278986  136.86472943
111  35.39278417  136.86482715
111  35.39387093  136.86484809
113  35.39395628  136.86492486
110 1 0.00 0.0000 New Taxiway 13
111  35.39385748  136.86935575
111  35.39377622  136.86940342
111  35.39266688  136.86937742
111  35.39265275  136.86949877
111  35.39376209  136.86951177
113  35.39384688  136.86960278
110 1 0.00 0.0000 New Taxiway 12
111  35.39374910  136.87290560
111  35.39362474  136.87299141
111  35.39305735  136.87297711
111  35.39303792  136.87291037
111  35.39251328  136.87291037
111  35.39254825  136.87302955
111  35.39276961  136.87303368
111  35.39280475  136.87313919
111  35.39304181  136.87314873
111  35.39307119  136.87308199
111  35.39362795  136.87308612
113  35.39373086  136.87316634
110 2 0.00 0.0000 New Taxiway 11
111  35.39354060  136.87884989
111  35.39345373  136.87893620
111  35.39273749  136.87896122
111  35.39273777  136.87903101
111  35.39345345  136.87901740
113  35.39352894  136.87910592
110 1 0.00 0.0000 New Taxiway 10
112  35.39341560  136.88244555  35.39341268  136.88244555
111  35.39284040  136.88242764
111  35.39281412  136.88234884
111  35.39272945  136.88235600
111  35.39267689  136.88245629
111  35.39272945  136.88259598
111  35.39283456  136.88258523
111  35.39285500  136.88251718
113  35.39341268  136.88252076
110 1 0.00 0.0000 New Taxiway 17
111  35.39626793  136.87742863
111  35.39609342  136.88436331
112  35.39607876  136.88486277  35.39607555  136.88485863
111  35.39618312  136.88503532
111  35.39635015  136.88507220
111  35.39654646  136.88499057
111  35.39661540  136.88487860
111  35.39664756  136.88475338
111  35.39661095  136.88455514
111  35.39648928  136.88443080
111  35.39632695  136.88442259
111  35.39619792  136.88447641
111  35.39620877  136.88408545
111  35.39631885  136.88416142
111  35.39634450  136.88428300
112  35.39643635  136.88435414  35.39644063  136.88435414
111  35.39653895  136.88434379
111  35.39663806  136.88425582
111  35.39663924  136.88408904
111  35.39657849  136.88396940
111  35.39646020  136.88393973
111  35.39636368  136.88400804
111  35.39621057  136.88390346
113  35.39637409  136.87742621
110 2 0.00 0.0000 New Taxiway 5
111  35.39475579  136.85494817 102
111  35.39474647  136.85527980 102
111  35.39515428  136.85518331 102
111  35.39597875  136.85516108 102
111  35.39640457  136.85561676 102
112  35.39613358  136.86456949  35.39613358  136.86457959 102
111  35.39598631  136.86477732 102
111  35.39490453  136.86475159 102
111  35.39444908  136.86434717 102
111  35.39440966  136.86554403 102
111  35.39488806  136.86511532 102
111  35.39595344  136.86513397 102
111  35.39611273  136.86529787 102
111  35.39555848  136.88395011 102
111  35.39524593  136.88428026 102
111  35.39425897  136.88427653 102
111  35.39382453  136.88391264 102
111  35.39379533  136.88477522 102
111  35.39419708  136.88512672 102
111  35.39491401  136.88512896 102
111  35.39534406  136.88472754 102
111  35.39574665  136.88422680 102
111  35.39585675  136.88396043 102
111  35.39620349  136.87198437 102
111  35.39640270  136.87198218 102
111  35.39637747  136.87278442 102
111  35.39684010  136.87279306 102
111  35.39686433  136.87191844 102
111  35.39723095  136.87191061 102
111  35.39723418  136.87225567 102
111  35.39762111  136.87225316 102
111  35.39764583  136.87203753 102
111  35.39849413  136.87203428 102
111  35.39856900  136.86548774 102
111  35.39669245  136.86545346 102
111  35.39668780  136.86579565 102
111  35.39660876  136.86591542 102
111  35.39645068  136.86592113 102
111  35.39638121  136.86577849 102
111  35.39668780  136.85545560 102
111  35.39584121  136.85436991 102
111  35.39505126  136.85436058 102
113  35.39476961  136.85455321 102
110 2 0.00 0.0000 New Taxiway 2
111  35.39916197  136.87306762
111  35.39770074  136.87303404
111  35.39751186  136.87997264
111  35.39597926  136.87994438
111  35.39596135  136.88047162
111  35.39747745  136.88048210
111  35.39737847  136.88569394
111  35.39735340  136.88764162
111  35.39886680  136.88654605
113  35.39891642  136.88402015
120 Linear Feature 9
111  35.39476463  136.85488421 20 105
115  35.39434080  136.85486429
120 Linear Feature 6
111  35.39338602  136.88444856 20 105
115  35.39381769  136.88447018
120 Linear Feature 25
111  35.39606991  136.85493317 1
111  35.39586757  136.85464161 1
111  35.39577121  136.85455100 1
111  35.39565238  136.85451948 1
115  35.39519310  136.85451948
120 Linear Feature 24
111  35.39533131  136.88448694 1
111  35.39492092  136.88489597 1
111  35.39481832  136.88493792 1
111  35.39469435  136.88493792 1
115  35.39431389  136.88493268
120 Linear Feature 23
111  35.39616479  136.88100404 51
111  35.39596936  136.88104965 51
111  35.39586851  136.88114878 51
111  35.39579299  136.88132876 51
111  35.39581343  136.88066703 51
111  35.39585469  136.88084543 51
111  35.39596743  136.88097982 51
111  35.39617189  136.88101095 51
111  35.39683487  136.88101293 51
115  35.39724241  136.88101355
120 Linear Feature 22
111  35.39605246  136.88204807
111  35.39595522  136.88209862
111  35.39585798  136.88215928
111  35.39579700  136.88226643
115  35.39576404  136.88240594
120 Linear Feature 21
111  35.39729522  136.88207130 1
111  35.39604762  136.88204746 1
111  35.39595433  136.88199731 1
111  35.39586965  136.88192926 1
111  35.39581545  136.88181805 1
115  35.39578385  136.88164272
120 Linear Feature 20
111  35.39604805  136.88018553 1
111  35.39593384  136.88023223 1
111  35.39586857  136.88029450 1
111  35.39583956  136.88036122 1
115  35.39582143  136.88047243
120 Linear Feature 19
111  35.39748317  136.88021178 1
111  35.39604962  136.88018640 1
111  35.39593641  136.88014148 1
111  35.39588200  136.88005567 1
111  35.39585143  136.87994475 1
115  35.39583822  136.87979601
120 Linear Feature 7
111  35.39648903  136.86888199 1
115  35.39780289  136.86891904
120 Linear Feature 3
111  35.39617156  136.86846582 1
111  35.39618874  136.86863772 1
111  35.39623514  136.86877796 1
111  35.39633660  136.86885385 1
111  35.39646298  136.86889286 1
111  35.39634004  136.86892134 1
111  35.39623944  136.86896985 1
111  35.39618357  136.86907847 1
115  35.39615181  136.86925456
120 Linear Feature 2
111  35.39621599  136.86703743 1
111  35.39623188  136.86719734 1
111  35.39626844  136.86731951 1
111  35.39635416  136.86740519 1
111  35.39647443  136.86744603 1
111  35.39635416  136.86748562 1
111  35.39626768  136.86755521 1
111  35.39622255  136.86766130 1
115  35.39619506  136.86780791
120 Linear Feature 6
111  35.39647563  136.86744618 1
111  35.39744989  136.86746937 1
111  35.39762672  136.86744573 1
111  35.39776625  136.86735381 1
111  35.39783019  136.86717926 1
111  35.39784471  136.86649648 1
111  35.39777432  136.86632314 1
